2004Q4,0.4
2005Q1,1.5
2005Q2,3.25
2005Q3,4.25
2005Q4,5.6
2006Q1,6.4
2006Q2,6.6
2006Q3,7
2006Q4,8
2007Q1,8.5
2007Q2,8.8
2007Q4,9.75
2008Q1,10.2
2008Q3,11
2008Q4,11.5
2009Q1,11.5
2009Q4,11.5
2010Q4,12
2011Q1,11.4
2011Q2,11.1
2011Q3,10.3
2011Q4,10.2
2012Q2,9.1
2012Q3,10
2012Q4,9.6
2013Q1,8.3
2013Q2,7.7
2013Q3,7.6
2013Q4,7.8
2014Q1,7.6
2014Q2,6.8
2014Q3,7.4
2014Q4,10
2015Q1,7.1
2015Q2,5.6
2015Q3,5.5
